,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code
292,ZUGN.S,Zug Estates Holding AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
293,BC.S^D19,Bank Cler AG,Financials,Banking & Investment Services,Banking Services,Banks,Banks (NEC),55,5510,551010,55101010,5510101010
294,TIMAn.DE,ZEAL Network SE,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Lottery Operators,53,5330,533010,53301030,5330103015
295,REHN.S,Romande Energie Holding SA,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010
296,JFN.S,Jungfraubahn Holding AG,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Guided Tour Operators,53,5330,533010,53301040,5330104023
297,NDXG.DE,Nordex SE,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Electrical Equipment,Heavy Electrical Equipment (NEC),52,5210,521020,52102040,5210204010
298,VALN.S^D23,Valora Holding AG,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Miscellaneous Specialty Retailers (NEC),53,5340,534030,53403090,5340309010
299,PA8.DE,Paion AG,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),56,5620,562020,56202010,5620201010
300,YOCG.DE,Yoc AG,Technology,Software & IT Services,Software & IT Services,Software,Software (NEC),57,5720,572010,57201020,5720102010
301,E4CG.DE,Ecotel Communication AG,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Integrated Telecommunications Services (NEC),57,5740,574010,57401010,5740101010
302,DEQGn.DE,Deutsche EuroShop AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
303,VFFG.MU,Vereinigte Filzfabriken AG,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),53,5320,532020,53202010,5320201010
304,TXGN.S,TX Group AG,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Consumer Publishing,Consumer Publishing (NEC),53,5330,533020,53302040,5330204010
305,HUBN.S,Huber+Suhner AG,Technology,Technology Equipment,Communications & Networking,Communications & Networking,Communications & Networking (NEC),57,5710,571020,57102010,5710201010
306,MWBG.DE,mwb Fairtrade Wertpapierhandelsbank AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services,Investment Banking & Brokerage Services (NEC),55,5510,551020,55102010,5510201010
307,BSKP.S,Basler Kantonalbank,Financials,Banking & Investment Services,Banking Services,Banks,Banks (NEC),55,5510,551010,55101010,5510101010
308,UTDI.DE,United Internet AG,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Integrated Telecommunications Services (NEC),57,5740,574010,57401010,5740101010
309,1U1.DE,1&1 AG,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services,Wireless Telecoms Service Providers,57,5740,574010,57401020,5740102050
310,L1A.H,Arbitrage Investment AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management & Fund Operators (NEC),55,5510,551020,55102020,5510202010
311,BSSG.F,Beta Systems Software AG,Technology,Software & IT Services,Software & IT Services,Software,Enterprise Software,57,5720,572010,57201020,5720102013
312,MIKN.S,Mikron Holding AG,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Plastics,51,5110,511010,51101010,5110101011
313,AT1.DE,Aroundtown SA,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
314,WBSV.VI,Wienerberger AG,Basic Materials,Mineral Resources,Construction Materials,Construction Materials,Construction Materials (NEC),51,5120,512020,51202010,5120201010
315,IFNNY.PK,Infineon Technologies AG,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Semiconductors (NEC),57,5710,571010,57101010,5710101010
316,ABOG.DE,clearvise AG,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010
317,TIONG.DE,Tion Renewables AG,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023
318,TUI1n.DE,TUI AG,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Leisure & Recreation (NEC),53,5330,533010,53301040,5330104010
319,LLBN.S,Liechtensteinische Landesbank AG,Financials,Banking & Investment Services,Banking Services,Banks,Banks (NEC),55,5510,551010,55101010,5510101010
320,G24n.DE,Scout24 SE,Technology,Software & IT Services,Software & IT Services,Online Services,Online Services (NEC),57,5720,572010,57201030,5720103010
321,DMPG.DE,Dermapharm Holding SE,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals (NEC),56,5620,562010,56201040,5620104010
322,SQL.BN,Matador Secondary Private Equity AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management,55,5510,551020,55102020,5510202011
323,PMAG.S,PIERER Mobility AG,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Motorcycles & Scooters,53,5310,531010,53101010,5310101011
324,HAGG.DE,Hensoldt AG,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense,Satellite Design & Manufacture,52,5210,521010,52101010,5210101016
325,EROG.DE,Tmc Content Group AG,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,"Movie, TV Production & Distribution",53,5330,533020,53302030,5330203011
326,C3RY.DE,Cherry SE,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Output Devices,57,5710,571060,57106010,5710601015
327,MEDA.S,Medartis Holding AG,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution",Medical Devices & Implants,56,5610,561010,56101020,5610102014
328,MOVE.S,Medacta Group SA,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution","Medical Equipment, Supplies & Distribution (NEC)",56,5610,561010,56101020,5610102010
329,KGRG.F,Lewag Holding AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
330,SE3G.H,Smart Equity AG,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Financial Technology (Fintech) (NEC),57,5730,573010,57301010,5730101010
331,COR2.DE,Coreo AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
332,ASWN.S,Asmallworld AG,Technology,Software & IT Services,Software & IT Services,Online Services,Social Media & Networking,57,5720,572010,57201030,5720103012
333,SYAB.DE,Synlab AG,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Medical & Diagnostic Laboratories,56,5610,561020,56102010,5610201015
334,KTEK.DE,Katek Se,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),57,5710,571040,57104010,5710401010
335,GTK.DE,Tonkens Agrar AG,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fishing & Farming (NEC),54,5410,541020,54102010,5410201010
336,CMBN.S,Cembra Money Bank AG,Financials,Banking & Investment Services,Banking Services,Banks,Retail & Mortgage Banks,55,5510,551010,55101010,5510101012
337,VZUG.S,V-ZUG Holding AG,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
338,PSGG.DE,PharmaSGP Holding SE,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Personal Care Products Retailers,53,5340,534030,53403090,5340309012
339,SB1G.DE,Smartbroker Holding AG,Technology,Software & IT Services,Software & IT Services,Online Services,Online Services (NEC),57,5720,572010,57201030,5720103010
340,PV.DE,Pfeiffer Vacuum Technology AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Air & Gas Compressors,52,5210,521020,52102010,5210201016
341,CLXN.S,Crealogix Holding AG,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Financial Technology (Fintech) (NEC),57,5730,573010,57301010,5730101010
342,KOMN.S,Komax Holding AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
343,METN.S,Metall Zug AG,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares","Appliances, Tools & Housewares (NEC)",53,5320,532040,53204030,5320403010
344,MOZN.S,Mobilezone Holding AG,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services,Telecommunications Resellers,57,5740,574010,57401010,5740101030
345,SBSG.DE,Stratec SE,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Advanced Medical Equipment & Technology (NEC),56,5610,561010,56101010,5610101010
346,MSHGn.F,WASGAU Produktions & Handels AG,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Supermarkets & Convenience Stores,54,5430,543010,54301020,5430102012
347,Q11.D,Viromed Medical AG,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals (NEC),56,5620,562010,56201040,5620104010
348,NIIGn.DE,Niiio Finance Group AG,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech),Financial Technology (Fintech) (NEC),57,5730,573010,57301010,5730101010
349,TKBP.S,Thurgauer Kantonalbank,Financials,Banking & Investment Services,Banking Services,Banks,Corporate Banks,55,5510,551010,55101010,5510101011
350,GSC1n.DE,Gesco SE,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
351,BNRGn.DE,Brenntag SE,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010
352,OSPGk.DE,USU Software AG,Technology,Software & IT Services,Software & IT Services,Software,Enterprise Software,57,5720,572010,57201020,5720102013
353,S9I.DE,Stemmer Imaging AG,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts,Electronic Equipment & Parts (NEC),57,5710,571040,57104010,5710401010
354,CTNGk.F,Centrotherm International AG,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Photovoltaic Solar Systems & Equipment,50,5020,502010,50201010,5020101013
355,BEAN.S,Belimo Holding AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Fluid Power Cylinder & Actuators,52,5210,521020,52102010,5210201019
356,HYIG.F,Hyrican Informationssysteme AG,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware,Computer Hardware (NEC),57,5710,571060,57106010,5710601010
357,CLTN.S,Coltene Holding AG,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution","Medical Equipment, Supplies & Distribution (NEC)",56,5610,561010,56101020,5610102010
358,GLJn.DE,Grenke AG,Financials,Banking & Investment Services,Banking Services,Corporate Financial Services,Commercial Leasing,55,5510,551010,55101050,5510105015
359,V3SG.DE,Vectron Systems AG,Technology,Technology Equipment,Office Equipment,Office Equipment,Point of Sale Systems,57,5710,571050,57105010,5710501013
360,MORG.DE,MorphoSys AG,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),56,5620,562020,56202010,5620201010
361,BYS.S,Bystronic AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Machine Tools,52,5210,521020,52102010,5210201022
362,FORN.S,Forbo Holding AG,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Flooring & Interior Tile Manufacturers,53,5320,532030,53203020,5320302014
363,WSUG.DE,WashTec AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
364,BYWG.DE,BayWa AG,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Fishing & Farming Wholesale,54,5410,541020,54102010,5410201026
365,U9P.D,EAMD European AeroMarine Drones AG,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
366,SIXG.DE,Sixt SE,Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea",Passenger Car Rental,52,5240,524060,52406020,5240602017
367,ARBNO.S,Arbonia AG,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Construction Supplies & Fixtures (NEC),53,5320,532030,53203020,5320302010
368,INAI.S,Ina Invest Holding AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
369,TPEG.DE,PVA TePla AG,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Machinery Manufacturing,57,5710,571010,57101020,5710102011
370,SZ50k.D,Deutsche Geothermische Immobilien AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,60,6010,601010,60101010,6010101050
371,WAFGn.DE,Siltronic AG,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,Semiconductors (NEC),57,5710,571010,57101010,5710101010
372,PWO.DE,PWO AG,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts","Auto, Truck & Motorcycle Parts (NEC)",53,5310,531010,53101020,5310102010
373,INHG.DE,Indus Holding AG,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Goods Conglomerates,54,5440,544010,54401010,5440101010
374,FACC.VI,FACC AG,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense,Aircraft Parts Manufacturing,52,5210,521010,52101010,5210101014
375,NREN.S,Novavest Real Estate AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,60,6010,601010,60101010,6010101050
376,BIKE.DE,Bike24 Holding AG,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers,Sporting Goods Stores,53,5340,534030,53403090,5340309023
377,HHFGn.DE,Hamburger Hafen und Logistik AG,Industrials,Transportation,Transport Infrastructure,Marine Port Services,Marine Port Services (NEC),52,5240,524070,52407020,5240702010
378,METG.S,Meier Tobler Group AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,Electrical Components & Equipment (NEC),52,5210,521020,52102030,5210203010
379,ECVG.DE,Encavis AG,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Renewable IPPs,59,5910,591010,59101020,5910102012
380,EQSn.DE,EQS Group AG,Technology,Software & IT Services,Software & IT Services,Software,Software (NEC),57,5720,572010,57201020,5720102010
381,DHER.DE,Delivery Hero SE,Technology,Software & IT Services,Software & IT Services,Online Services,Online Services (NEC),57,5720,572010,57201030,5720103010
382,BNNn.DE,BRAIN Biotech AG,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment,Environmental R&D Services & Biotechnology,52,5220,522030,52203010,5220301014
383,ADSGn.DE,Adidas AG,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,53,5320,532020,53202030,5320203014
384,FSNT.DE,Fashionette AG,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers,Apparel & Accessories Retailers (NEC),53,5340,534030,53403040,5340304010
385,SIEGn.DE,Siemens AG,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,IT Services & Consulting (NEC),57,5720,572010,57201010,5720101010
386,VBX.DE,Voltabox AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,Batteries & Uninterruptable Power Supplies,52,5210,521020,52102030,5210203011
387,TMV.DE,TeamViewer SE,Technology,Software & IT Services,Software & IT Services,Software,Software (NEC),57,5720,572010,57201020,5720102010
388,FYB.DE,Formycon AG,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),56,5620,562020,56202010,5620201010
389,MXHNn.DE,MAX Automation SE,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
390,RHMG.DE,Rheinmetall AG,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense (NEC),52,5210,521010,52101010,5210101010
391,EADG.DE,Erlebnis Akademie AG,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation,Leisure & Recreation (NEC),53,5330,533010,53301040,5330104010
392,NF4.DE,Netfonds AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Diversified Investment Services,Diversified Investment Services,55,5510,551020,55102030,5510203010
393,ARTG.DE,bet-at-home.com AG,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming,Casinos & Gaming (NEC),53,5330,533010,53301030,5330103010
394,TGHN.DE,Logwin AG SA,Industrials,Transportation,Freight & Logistics Services,"Courier, Postal, Air Freight & Land-based Logistics","Courier, Postal, Air Freight & Land-based Logistics (NEC)",52,5240,524050,52405010,5240501010
395,WIGGk.DE,Sporttotal AG,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production,Entertainment Production (NEC),53,5330,533020,53302030,5330203010
396,RAAG.DE,Rational AG,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares",Kitchen Appliances,53,5320,532040,53204030,5320403013
397,E8XG.DE,Elexxion AG,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology,Advanced Medical Equipment & Technology (NEC),56,5610,561010,56101010,5610101010
398,LPKG.DE,LPKF Laser & Electronics SE,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Photovoltaic Solar Systems & Equipment,50,5020,502010,50201010,5020101013
399,ABXG.DE,Advanced Blockchain AG,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,IT Services & Consulting (NEC),57,5720,572010,57201010,5720101010
400,EFSG.MU,Effecten-Spiegel AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management,55,5510,551020,55102020,5510202011
401,JDC.DE,JDC Group AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Diversified Investment Services,Diversified Investment Services,55,5510,551020,55102030,5510203010
402,DEF.DE,Defama Deutsche Fachmarkt AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Retail Real Estate Rental & Development,60,6010,601010,60101010,6010101030
403,DISG.SG^F23,DVS Technology AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Machine Tools,52,5210,521020,52102010,5210201022
404,VJET.OQ,Voxeljet AG,Technology,Technology Equipment,Office Equipment,Office Equipment,Office Equipment (NEC),57,5710,571050,57105010,5710501010
405,ANDR.VI,Andritz AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
406,S4AAn.DE,SMT Scharf AG,Basic Materials,Mineral Resources,Metals & Mining,Mining Support Services & Equipment,Mining Machinery & Equipment Manufacturing,51,5120,512010,51201070,5120107013
407,BIG1k.DE,Bio-Gate AG,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution","Medical Equipment, Supplies & Distribution (NEC)",56,5610,561010,56101020,5610102010
408,M14K.MU,Securize IT Solutions AG,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting,Computer Programming,57,5720,572010,57201010,5720101011
409,RY8.F,ROY Asset Holding SE,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Construction Supplies & Fixtures,Bathroom Fixtures,53,5320,532030,53203020,5320302017
410,0W6K.L,Consus Real Estate AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,60,6010,601010,60101010,6010101050
411,CSHG.DE,CENIT AG,Technology,Software & IT Services,Software & IT Services,Software,Software (NEC),57,5720,572010,57201020,5720102010
412,GBFG.DE,Bilfinger SE,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Construction & Engineering (NEC),52,5220,522010,52201020,5220102010
413,M3Bk.DE,Pyramid AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Venture Capital,55,5510,551020,55102020,5510202015
414,LDF.DE,Linus Digital Finance AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management & Fund Operators (NEC),55,5510,551020,55102020,5510202010
415,IMFI.VI,Immofinanz AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations","Real Estate Rental, Development & Operations (NEC)",60,6010,601010,60101010,6010101010
416,F3CG.DE,SFC Energy AG,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Stationary Fuel Cells,50,5020,502010,50201010,5020101012
417,LSXG.DE,Ls Telcom AG,Technology,Technology Equipment,Communications & Networking,Communications & Networking,Communications & Networking (NEC),57,5710,571020,57102010,5710201010
418,MF6G.SG,Magforce AG,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research (NEC),56,5620,562020,56202010,5620201010
419,TNIE.DE,tonies SE,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products,Toys & Children's Products (NEC),53,5320,532050,53205010,5320501010
420,R2E0k.BE,RIXX Invest AG,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
421,LNSX.F,Allane SE,Financials,Banking & Investment Services,Banking Services,Consumer Lending,Consumer Leasing,55,5510,551010,55101030,5510103013
422,9Z2.D,Aurasol AG,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
423,WDL1k.F,Windeln.de SE,Consumer Cyclicals,Retailers,Diversified Retail,Department Stores,Internet & Mail Order Department Stores,53,5340,534020,53402010,5340201013
424,INS2.DE,Instone Real Estate Group SE,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,60,6010,601010,60101010,6010101050
425,ISH1k.DE,INTERSHOP Communications AG,Technology,Software & IT Services,Software & IT Services,Software,Enterprise Software,57,5720,572010,57201020,5720102013
426,KSWG.F,KST Beteiligungs AG,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Private Equity,55,5510,551020,55102020,5510202016
427,RCMN.DE,RCM Beteiligungs AG,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations",Residential Real Estate Rental & Development,60,6010,601010,60101010,6010101050
428,VIAAY.PK,Flughafen Wien AG,Industrials,Transportation,Transport Infrastructure,Airport Operators & Services,Airport Operators,52,5240,524070,52407010,5240701011
429,PSHG_p.DE,Porsche Automobil Holding SE,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers,Auto & Truck Manufacturers (NEC),53,5310,531010,53101010,5310101010
430,VEZ.DE,Veganz Group AG,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing,Vegan & Vegetarian Food Manufacturing,54,5410,541020,54102020,5410202032
431,NMIG.D,Aladdin Healthcare Technologies SE,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services,Healthcare Facilities & Services (NEC),56,5610,561020,56102010,5610201010
432,KWGG.DE,KHD Humboldt Wedag International AG,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,Industrial Machinery & Equipment (NEC),52,5210,521020,52102010,5210201010
433,RORG.D,SunMirror AG,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
434,M5ZG.DE,Manz AG,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing,Semiconductor Machinery Manufacturing,57,5710,571010,57101020,5710102011
435,A7K.D,Hbi-Hyperion Se,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies (NEC),55,5560,556010,55601010,5560101010
436,PNHO.S^F22,Poenina Holding AG,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Building Contractors,52,5220,522010,52201020,5220102016
